name,package_name,description,icon_url,genre,rating,ratings
Incredibox,com.sofarsogood.incredibox,"Incredibox is a music app that lets you create your own music with the help of a merry crew of beatboxers. Choose your musical style among 9 impressive atmospheres and start to lay down, record and share your mix.

Part game, part tool, Incredibox is above all an audio and visual experience that has quickly become a hit with people of all ages. The right mix of music, graphics, animation and interactivity makes Incredibox ideal for everyone. And because it makes learning fun and entertaining, Incredibox is now being used by schools all over the world.

How to play? Easy! Drag and drop icons onto the avatars to make them sing and start to compose your own music. Find the right sound combos to unlock animated choruses that will enhance your tune.

Save, share and download your mix! Once your composition sounds great, just save it and you will get a link to your mix. You can easily share it with anybody so they can listen and even vote for it.

If your mix sounds great and gets enough votes from other users, you may go down in Incredibox history by joining the Top 50 chart. Ready to show your stuff?

Too lazy to create your own mix? No problem, just let the automatic mode play for you!
Pump it up and chill ;)

****************
Incredibox, the brainchild of Lyon, France-based studio So Far So Good, was created in 2009. Starting out as a webpage, it was then released as a mobile and tablet app and became an instant hit. It has won several awards and appeared in various international media, including: BBC, Adobe, FWA, Gizmodo, Slate, Konbini, Softonic, Kotaku, Cosmopolitan, PocketGamer, AppAdvice, AppSpy, Vice, Ultralinx and many others. The online demo has attracted more than 80 million visitors since its creation.",https://play-lh.googleusercontent.com/Wxa_9NZrj4yLHOOsvjVJT8hb2Z3fWrDnyABTIUnjqobk4sOwEUHbVQ9iwxL9-gsCBbw,Music,4.8365455,"500,000+"
Bloons TD 5,com.ninjakiwi.bloonstd5,"Five-star tower defense with unrivaled depth and replayability.

Build awesome towers, choose your favorite upgrades, hire cool Special Agents, and pop every last invading Bloon in the best ever version of the most popular tower defense series in history.

Bloons TD 5 delivers hours of fun and challenging play to fans and new players alike, with awesome features like this:

- 21 powerful towers with Activated Abilities and 2 upgrade paths
- 50+ Tracks
- Two-player co-operative play on custom co-op tracks
- 10 Special Agents
- Multi-track Odyssey Challenges
- Boss Bloon Special Events
- 10 Special Missions
- 250+ Random Missions
- New Bloon enemies - tougher Camos, Regrower Bloons, and the fearsome ZOMG
- 3 different game modes
- Freeplay mode after mastering a track
- 3 difficulty settings and family-friendly theme so anyone can play

And that's just the beginning - regular updates will keep Bloons TD 5 fresh, fun, and challenging for many months to come. Now it's time to pop some Bloons!",https://play-lh.googleusercontent.com/LLEUf9Qcd6N2L4nynBArv7wHyvPLiKBJtXjFEfgD4yS80ZJtQREVjIJE_HXFRDAJxQ,Strategy,4.5928655,"1,000,000+"
Demon Hunter: Premium,com.eapublishing.dhsw.paid,"Ultimate pack perks:
- Unlock Ace and Claire right away
- 500 diamonds
- 5 random tickets

The must try game for any real hack and slash fan who  already got bored with just mindlessly smashing buttons on the screen.

Demon hunter is an action-packed dark fantasy hack and slash game with an incredible combat system and awesome boss fights, assisted by a one of a kind character control mechanism and a perfect mix of RPG elements to make your adventure super immersive.

A DARKENED, RUINED AND FULL OF SUFFERING SHADOW WORLD

As the mortal world got invaded and destroyed by the horde of dark demons and shadow monsters, everything was covered in the darkness of hell and the constant insufferable noises that were the combination of the endless scream from those evils and the crying and mourning of the lucky few that manage to survive through this nightmare.

The player  will be a  Hunter in this world, which is someone who got blessed by the Ancient One with a special power to fight off those dark demons. 

Through countless battles and obstacles, shadow hunters are destined to bring the light back  to this mortal world.

EPIC BOSS FIGHT

Demon Hunter most exciting moments must be it's epic boss battle, in which the Hunters must defeat dark giant demons to collect their souls and advance to the darkest dungeon and the highest floor of the evil tower. 

Without a decent set of equipment and highly trained techniques, any player could easily get wrecked by those big bosses. 

However, the incredible feelings that players get from successfully overcoming those challenges will make it all worth it. 

Furthermore, those dark demon souls are the key to upgrade hundreds of  shadow equipment and weapons, turning them from just a common warrior sword to a legendary hero's blade that would be worshiped by  the generations to come.

ENDLESS CHALLENGES

Demon Hunter will have 4+ different PVE sections with multiple difficulty modes  and a PVP arena for players to explore and conquer.

“Adventure” is where players start the game with. It may not be the most challenging part,  but it is the most essential section in the game since you need to keep advancing through it to unlock further sections of  the game.

Once you have passed a certain dungeon level, you can unlock  “Altar of the Darkness” , “Boss Mode” and “Clock Tower of Challenges”. Those are where the true test of skill and power happens. For our shadow hunters to overcome those challenges, mastering the fighting technique is a must, understanding the characteristics of each demon and preparing a suitable strategy is needed and strengthening the shadow equipment is a huge plus. 



At the end of the day, shadow hunters can not only liberate the mortal world from those dark demons but also can test their skills and mastery against other fellows of the shadow. 

MULTIPLE CHARACTERS TO PLAY AND ROLL

Players will get to play as multiple different characters, each has its own unique skills, gameplay and assets. Each character is going to be a distinct way to play the game, a distinct  approach to the strategy and the combat.

KEY FEATURES

Intense hack and slash combat.

Epic Boss Fights.

Multiple characters to play.

Hundreds of equipment and weapons to loot and upgrade.

4+ PVE modes and PVP.

Play anytime, anywhere even when offline.


Visit Here to Learn More About Demon Hunter:

Facebook: https://fb.me/DemonHunterSW",https://play-lh.googleusercontent.com/91Z0wUAYCybqqKnv78_1gADFqpLnBO3JZlRyUASUl05VTs4wM88bZIzcp4NgAgymuJRc,Action,4.551867,"1,000,000+"
Evertale,com.zigzagame.evertale,"Catch and evolve monsters!

Dive into a breathtaking fantasy world filled with mysterious monsters to capture, battle, and train. Explore sprawling landscapes, bustling cities, and mythical dungeons in this expansive open-world RPG!

Join a band of unlikely heroes and free the world of Erden from the deadly Pandemonium. Collect, train, and evolve over 180 creatures and warriors to fight alongside in supercharged monster battles!

Immerse yourself in the engaging single-player offline story or build your team and test your skills against global players online. Battle it out in fast-paced PvP leagues and form guilds with other players to unlock limited-edition gear, power-ups, and more to take your team to the next level!

CAPTURE & EXPLORE
・Catch, train, and evolve over 180 monsters and heroes across an impressive story-driven adventure!
・Encounter friends and foes as you journey across the 6 diverse regions of Erden, each with their own unique monsters to collect.
・Discover legendary weapons, accessories, and equipment to boost your warriors and gain the upper hand on your opponents.
 
BATTLE & CONNECT
・Build a strategy from hundreds of unique ability combinations to devastate your opponents in engaging turn-based 4v4 combat!
・Jump online to compete in real-time PvP leagues and form collaborative guilds with other players to uncover one-of-a-kind items.
・Participate in weekly online events that offer exclusive unlockables and limited characters to add to your collection!
・Chat with friends from around the world to hang out and discuss new strategies!
 
EXPERIENCE THE STORY
The world of Erden is plagued by an ancient curse— the Pandemonium, a shroud of evil that descends once every 100 years. Only the fabled Crestbearers can cease its destruction, but all have failed to stop it from returning to wreak havoc once again.

Join two young heroes and the allies they befriend along the way, as you embark on a perilous quest to uncover the secret to ending this ancient curse and saving their homeland once and for all!


Follow us on Facebook:
https://www.facebook.com/EvertaleEN/

Issues or questions? Contact our support:
evertalesupport@zigzagame.com

Terms of Service:
https://zigzagame.com/terms-conditions-terms/

Privacy Policy:
https://www.zigzagame.com/privacy-policy/",https://play-lh.googleusercontent.com/DpfS_ppXfijy453LAB-qPLZqcJiv7f3UAYYzKJvQVhVv3-iwLTv599TRCtdFwXtNGw,Role Playing,4.6092305,"5,000,000+"
Geometry Dash,com.robtopx.geometryjump,"Jump and fly your way through danger in this rhythm-based action platformer!

Prepare for a near impossible challenge in the world of Geometry Dash. Push your skills to the limit as you jump, fly and flip your way through dangerous passages and spiky obstacles.

Simple one touch game play with lots of levels that will keep you entertained for hours!

Game Features

• Rhythm-based Action Platforming!
• Lots of levels with unique soundtracks!
• Build and share your own levels using the level editor!
• Unlock new icons and colors to customize your character!
• Fly rockets, flip gravity and much more!
• Use practice mode to sharpen your skills!
• Lots of achievements and rewards!
• No in-app purchases!
• Challenge yourself with the near impossible!

Contact: support@robtopgames.com",https://play-lh.googleusercontent.com/ixHXzBWPmmKWIBxDMfjbIXK10UQCTDvIYOcs_uLXHCRbdsz2siJFYfb7MqckU8eC3Ks,Arcade,4.7305865,"5,000,000+"
Neo Monsters,com.pockettrend.neomonsters,"Form your team and battle for victory! Capture, train, and evolve to become the champion in one of the biggest monster battling RPGs!

Neo Monsters is an addictive strategy RPG that features epic 4v4 battles between two teams of up to 16 monsters. The unique turn-based battle system allows you to come up with powerful chain strategies by combining hundreds of abilities. Hunt down the strongest monsters and harness their power, then take the battle online to dominate in exciting PvP battles and leagues! Are you ready to take the challenge?

▶Features:
●  Build your Monster Collection
✔ Capture and evolve over 1000 fully animated monsters!
✔ Train your monsters and unleash their deadly potential.
✔ Collect evolution ingredients to create the ultimate power!

●  Form a Battle Strategy
✔ Build the ultimate team of up to 16 monsters.
✔ Defeat your opponents in epic turn-based 4v4 battles!
✔ Create devastating combinations from hundreds of abilities.

●  Become the Champion
✔ Conquer six Leagues and take on the Grand Champion in 60+ hours of adventure!
✔ Explore multiple islands and dungeons on your journey.
✔ Follow the story to uncover the truth behind your late uncle’s atrocity.

●  Take the Battle Online
✔ Duel players from around the world in PvP leagues!
✔ Complete 100+ online missions.
✔ Take on weekly updated events to unlock big rewards.

Follow us on Facebook:
https://www.facebook.com/NeoMonstersOfficial/
Join the Neo Monsters community:
http://www.neomonstersforum.com/
Issues or questions? Contact our support:
shopsupport@zigzagame.net

Terms of Service:
https://www.zigzagame.com/terms/
Privacy Policy:
https://www.zigzagame.com/privacy-policy/",https://play-lh.googleusercontent.com/7MIw_TaxkX9d0bTe8LRRjdQHispRojxI0TlmwNWFFYpv_DAYyNJCgbsmnao-eA8xHQ,Role Playing,4.566045,"5,000,000+"
Cultist Simulator,com.playdigious.cultist,"*<i> BE WARNED. This game has no tutorial - part of the challenge is figuring out how to play. It's hard, but keep trying, and you'll master it. Good luck! </i>

SEIZE FORBIDDEN TREASURES. SUMMON ALIEN GODS. FEED ON YOUR DISCIPLES.

In this infamous <b>roguelike narrative card game</b>, play as a seeker after unholy mysteries in a 1920s-themed setting of <b>hidden gods and secret histories</b>. Become a scholar of the unseen arts. Craft tools and summon spirits. Indoctrinate innocents. Seize your place as the herald of a new age.

This award-winning game was first released on PC. Now we’re bringing the cosmic mysteries of <i>Cultist Simulator</i> to mobile.

<b>• Challenging roguelike gameplay</b> - <i>There is never only one history.</i>
<i>Cultist Simulator</i> doesn’t hold your hand. Experiment, expire and transcend death with a story-driven legacy system. Over time you’ll learn enough to wrestle the game to its knees.

<b>• Intense, immersive narrative</b> – <i>Combine cards to tell your own story.</i>
A hefty novel’s worth of choice-based storytelling. There are many paths through this game of ambition, appetite and abomination, and many ways your tale can end.

<b>• A rich Lovecraftian world</b> – <i>Corrupt your friends and consume your enemies.</i>
Search your dreams for sanity-twisting rituals. Translate grimoires and glean their lore. Penetrate the realm of the Hours and win a place in their service. <i>Cultist Simulator</i> brings the peripheral horror of Lovecraft’s tales to an entirely new setting.

<b>Expand your knowledge with the DLCs:</b> New Legacies, New Ascensions, New Mechanics...
• <b>The Dancer</b> - Join the Bacchanal
• <b>The Priest</b> - Knock, and Ye Shall Be Opened
• <b>The Ghoul</b> - Taste of the graveyard's fruit
• <b>The Exile</b> - Some there are who will not yield


If you run into a problem, please contact us at <b>support@playdigious.mail.helpshift.com</b> with as much information as possible on the issue.",https://play-lh.googleusercontent.com/ih-4Vo3EfCD1DMk9U9UbuuoV94qlQZoesdFo2NwhHWmptuWkCQYkLll9ZcqRQ0OJAg,Card,4.6207514,"100,000+"
The Room: Old Sins,com.FireproofStudios.TheRoom4,"Enter The Room: Old Sins and be transported to a place where tactile exploration meets challenging puzzles and a captivating story. 
The sudden disappearance of an ambitious engineer and his high-society wife provokes the hunt for a precious artefact. The trail leads to the attic of their home, and the discovery of an old, peculiar dollhouse…
Explore unsettling locations, follow obscure clues and manipulate bizarre contraptions as you uncover the mysteries within Waldegrave Manor.

THE ULTIMATE PUZZLE BOX
Explore a deviously complex dollhouse which transforms at your fingertips. Each intricate room is a portal to a new, stunning environment. 
 
PICK-UP-AND-PLAY DESIGN
Easy to begin yet hard to put down, enjoy a unique mix of intriguing puzzles with a simple user interface. 

INTUITIVE TOUCH CONTROLS
A tactile experience so natural you can almost feel the surface of each object. 

INTRICATE OBJECTS
Examine dozens of detailed objects to discover which of them conceal hidden mechanisms. 

ATMOSPHERIC AUDIO
A haunting soundtrack coupled with dynamic sound effects create an unforgettable soundscape. 

CLOUD SAVE SUPPORTED
Share your progress between multiple devices and unlock achievements. 

MULTI LANGUAGE SUPPORT
Available in English, French, Italian, German, Spanish, Brazilian Portuguese, Turkish and Russian.


Fireproof Games is an independent studio from Guildford, United Kingdom.
Find out more at fireproofgames.com
Follow us @Fireproof_Games
Find us on Facebook",https://play-lh.googleusercontent.com/jBsp7riY9giUS-HGIVbGhatkmAGdL259H3r2QX3RmYQZ5NviR2UDnvdrh2XJa-qm7ZA,Puzzle,4.925695,"500,000+"
MISTPLAY: Cash Out For Rewards,com.mistplay.mistplay,"<b>Join Mistplay for free to get rewards that go beyond the game 🎮</b>
1️⃣ Explore new mobile free to play games (and rediscover old favorites) curated for you.
2️⃣ The more you play and progress in-app, the more units and rewards you earn.
3️⃣ Cash out your units for gift cards to Uber, Doordash, Spotify and more!*

<b>Our story: The best-kept secret in gaming ⚡</b>
Since launching in 2016, we’ve already given out more than $50 million USD worth of rewards and gift cards to over two million users. Earn rewards for playing free games on Mistplay. 
 Just select the gift cards that interest you, unlock in-game checkpoints, and choose your preferred gift cards in the Shop. Cash out your rewards and redeem for gift cards to Doordash, Spotify, and Uber, amongst others! 

<b>Start your earning journey 🗺️</b>
📱 Download free mobile games directly through Mistplay 
🕹️ Just play and progress in those free games to earn units.
🎁 Redeem earned units for gift cards & rewards in the Shop.
🌟 Collect cool badges along the way to earn even more rewards.
🔥 Keep your Daily Streak going for weekly bonuses.
🎉 Invite your friends to compete for more than just bragging rights for free.
🚀 Enter sweepstakes and join exclusive events within the Mistplay community.
🎲Earn 200 free units towards your first gift card by downloading Mistplay. 
🛍️Use gift cards to spend on Spotify, Doordash, Uber and more!

Stop spending your cash on Doordash and Uber when you can earn gift cards from Mistplay for playing your favorite free games instead. Save your rewards to cash out for even larger gift cards on your favorites like Uber and Spotify. Get rewarded for your play time. 

<b>Stay up to date with all the latest news 🚨</b>
Facebook: [https://www.facebook.com/mistplayapp]
Twitter: [https://twitter.com/mistplayapp]
Instagram: [https://www.instagram.com/mistplay]
Blog: [https://medium.com/mistplay]
YouTube: [https://www.youtube.com/channel/UCQ55Bap61Mo0ft4GC144bjQ]


* The merchants do not endorse and are not affiliated with the Mistplay loyalty program. Brands and trademarks displayed belong to their respective holders. Games shown are for illustrative purposes and may not be available to all users in all regions.

Have any questions, suggestions, or game recommendations for the team? Please contact support at <u>https://bit.ly/MistplaySupport</u>.",https://play-lh.googleusercontent.com/JQX8JenHqoh_4THL7hT7rF46o1PWGnx1-xl4YKrFRbiL7aXjX-ucmnTVLIE48JDxd1Kx,Entertainment,4.637068,"10,000,000+"
Eternium,com.makingfun.mageandminions,"Eternium is a beautifully crafted Action RPG, reminiscent of the great classics.

Eternium is unique among mobile Action RPGs with its effortless “tap to move” and innovative “swipe to cast” controls, and its player-friendly “no paywalls, never pay to win” philosophy.

With the exception of a couple of online-only features, the game can also be played offline after the content download completes.

Drawing signs to cast spells is easy and rewarding. The tap-to-move control is more natural and relaxing than thumbsticks, and it’s also truer to the vintage point-and-click ARPG experience.

The game can be really played for free, as more than 90% of our players do. Purchases are completely optional. Gems, the game’s main currency, can be collected from enemies and quests. There is no limiting stamina or energy. The best things in the game are obtained by playing, not paying.

Enjoy the visceral satisfaction of responsive, fast-paced combat, with spectacular special effects, pleasing sounds, rewarding damage numbers, all set against immersive backdrops and atmospheric, inspiring music scores.

Play as a Mage, Warrior or Bounty Hunter, wielding a sword, axe, staff or gun. Level up to learn new abilities and increase your attributes.

Battle skeletons, zombies, automatons, aliens, demons, dragons and many other creatures, across four beautifully hand-crafted worlds, or in endless generated levels.

Venture into dark caves and dungeons, explore forests, villages and graveyards, lay siege to demon controlled castles, brave snowy mountain peaks, travel to the moon to slay strange creatures among craters and canyons, and beyond, to the deserts, pyramids and jungles of the red planet.

Open treasure chests to loot gold, gemstones and battle gear. Equip shiny breastplates, menacing helmets and hoods, spiked shoulder pads, mysterious cloaks or capes. Protect yourself with a shield, or choose to wield two weapons as a warrior.

Rescue your tank, healer and ranger companions who will join you in battle. Use their abilities together with yours to create rewarding and powerful tactical combos.

Experience a refreshing storyline, filled with interplanetary intrigue and seasoned with funny characters. Hunt your arch-enemy, Ragadam, across the worlds, while trying to uncover and undo his twisted plans.

Progress from common to rare, epic and legendary gear. Find gemstones that fit in your armor’s sockets. Craft socketed rings and amulets, and fuse three of them into a higher quality one.

Unleash awesome offensive abilities, such as Whirlwind, Shockwave, Arc Lightning or Blizzard, control the enemy crowd with Frost Nova, Vortex, Silence, or sneak and assassinate with Smokescreen, Traps and Snipe.

Each hero class has access to about 20 abilities (skills or spells), and each of your three companions has four more. The game starts simple, but culminates in a flurry of tactical possibilities at high levels.

Once your hero reaches level 70, your experience points go into Champion Levels, which are unlimited and yield steady stat upgrades. Champion Levels are also inherited by your new heroes, so they will have an easier time growing up.

Aside from the four story acts, an endless progression of beautiful, randomly generated levels awaits in the Trials of Valor game mode.

Eternium is crafted with passion by a small band of old-school ARPG fans, who love making the game they always wanted to play.",https://play-lh.googleusercontent.com/9q9O7xel239twqlmuteWPjko4zkLEqjgHYd1mMiVtHa9euBT9B8sgIo5iI5QkJflsg,Role Playing,4.781119,"10,000,000+"
